date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d
1987-11-20,34.0032,35.9968,33.2528,35.504,2240000,0.2469,2.92,265048000.0
1987-11-23,35.504,36.2544,34.7536,36.2544,869600,0.2521,2.11,254237760.0
1987-11-24,36.7472,37.7552,36.12,37.0048,1760000,0.2573,2.06,241301760.0
1987-11-25,37.0048,37.0048,35.9968,36.5008,825000,0.2538,-1.36,224977760.0
1987-11-27,36.2544,36.5008,34.7536,35.0,631100,0.2434,-4.1,211935920.0
1987-11-30,33.7456,34.496,30.4976,32.9952,3720000,0.2294,-5.75,211711920.0
1987-12-01,33.4992,34.0032,32.7488,33.2528,1620000,0.2312,0.78,211375920.0
1987-12-02,33.2528,33.4992,32.5024,32.5024,1270000,0.226,-2.25,202807920.0
1987-12-03,32.9952,33.376,29.7472,30.4976,2850000,0.2121,-6.15,207063920.0
1987-12-04,30.2512,31.248,29.7472,30.7552,2180000,0.2139,0.85,206503920.0
1987-12-07,31.0016,33.2528,31.0016,32.9952,1820000,0.2294,7.25,207343920.0
1987-12-08,33.4992,34.8768,33.2528,34.496,2270000,0.2399,4.58,209527920.0
1987-12-09,34.496,36.2544,33.88,35.0,1600000,0.2434,1.46,206895920.0
1987-12-10,33.7456,35.9968,33.2528,34.7536,2470000,0.2417,-0.7,211431920.0
1987-12-11,34.7536,34.7536,33.4992,34.0032,1090000,0.2365,-2.15,205215920.0
1987-12-14,34.496,37.4976,34.2496,37.2512,3050000,0.259,9.51,214567920.0
1987-12-15,37.7552,38.248,37.0048,37.4976,2670000,0.2608,0.69,220279920.0
1987-12-16,37.7552,39.7488,37.2512,39.2448,2950000,0.2729,4.64,223359920.0
1987-12-17,40.4992,40.7456,39.2448,39.2448,2910000,0.2729,0.0,226383920.0
1987-12-18,39.5024,41.2496,39.2448,40.4992,2700000,0.2816,3.19,232375920.0
1987-12-21,40.4992,41.7536,40.2528,41.7536,1680000,0.2904,3.12,229239920.0
1987-12-22,41.7536,41.7536,40.4992,41.496,1150000,0.2886,-0.62,230810160.0
1987-12-23,41.7536,42.7504,41.2496,42.2464,1530000,0.2938,1.8,229522160.0
1987-12-24,42.0,42.9968,41.7536,42.6272,624500,0.2964,0.88,228399360.0
1987-12-28,42.2464,42.504,39.5024,40.2528,2050000,0.2799,-5.57,236345200.0
1987-12-29,40.4992,42.2464,40.2528,42.1232,1060000,0.2929,4.64,221449200.0
1987-12-30,42.504,43.7472,42.504,43.3776,1390000,0.3016,2.97,220161200.0
1987-12-31,42.504,42.9968,41.8768,42.0,1050000,0.2921,-3.15,218929200.0
1988-01-04,42.7504,44.7552,42.2464,44.7552,2950000,0.3112,6.54,219489200.0
1988-01-05,45.9984,46.2448,44.2512,44.6208,2760000,0.3103,-0.29,222737200.0
1988-01-06,45.0016,45.0016,43.7472,43.7472,2400000,0.3042,-1.97,225985200.0
1988-01-07,43.5008,44.7552,42.504,44.4976,1900000,0.3094,1.71,223913200.0
1988-01-08,44.4976,45.248,39.5024,39.9952,4340000,0.2781,-10.12,239257200.0
1988-01-11,39.9952,42.7504,39.7488,42.504,3610000,0.2956,6.29,245641200.0
1988-01-12,42.9968,43.5008,39.7488,42.0,3580000,0.2921,-1.18,259585200.0
1988-01-13,42.0,43.2544,41.1264,42.2464,1890000,0.2938,0.58,253089200.0
1988-01-14,42.7504,42.8736,42.0,42.2464,1180000,0.2938,0.0,244745200.0
1988-01-15,43.5008,45.0016,42.504,42.8736,3070000,0.2981,1.46,245417200.0
1988-01-18,42.9968,42.9968,42.0,42.7504,1120000,0.2973,-0.27,235393200.0
1988-01-19,42.2464,43.2544,41.3728,42.7504,2450000,0.2973,0.0,233993200.0
1988-01-20,42.9968,42.9968,38.248,39.7488,6080000,0.2764,-7.03,258633200.0
1988-01-21,40.4992,40.7456,39.3792,40.1296,4410000,0.2791,0.98,276889200.0
1988-01-22,40.4992,40.7456,38.248,39.2448,3980000,0.2729,-2.22,290609200.0
1988-01-25,39.5024,41.496,39.5024,40.88,1790000,0.2843,4.18,297136000.0
1988-01-26,40.7456,41.0032,39.2448,39.7488,1280000,0.2764,-2.78,292824000.0
1988-01-27,40.2528,40.4992,38.752,39.7488,2310000,0.2764,0.0,299824000.0
1988-01-28,39.9952,41.496,39.7488,41.2496,2080000,0.2868,3.76,303688000.0
1988-01-29,41.496,41.7536,40.2528,41.496,2370000,0.2886,0.63,311080000.0
1988-02-01,41.7536,42.504,41.3728,41.7536,1780000,0.2904,0.62,304528000.0
1988-02-02,41.496,41.8768,40.4992,41.2496,1710000,0.2868,-1.24,298648000.0
1988-02-03,41.0032,41.2496,39.2448,39.5024,2020000,0.2747,-4.22,296520000.0
1988-02-04,39.5024,40.1296,38.9984,39.7488,1780000,0.2764,0.62,295848000.0
1988-02-05,39.9952,40.376,38.5056,38.6288,1180000,0.2686,-2.82,278152000.0
1988-02-08,38.5056,39.2448,37.7552,38.752,1820000,0.2695,0.34,268128000.0
1988-02-09,38.9984,39.872,38.752,39.7488,1040000,0.2764,2.56,253904000.0
1988-02-10,39.7488,41.496,39.7488,41.0032,2040000,0.2851,3.15,254744000.0
1988-02-11,41.0032,41.2496,40.2528,40.6224,1320000,0.2825,-0.91,255528000.0
1988-02-12,40.6224,41.496,40.4992,41.0032,1230000,0.2857,1.13,245224000.0
1988-02-16,41.0032,41.2496,39.9952,41.2496,1380000,0.2874,0.6,246680000.0
1988-02-17,41.2496,42.504,41.2496,41.8768,2290000,0.2918,1.53,245784000.0
1988-02-18,41.6304,42.7504,41.496,41.7536,1280000,0.2909,-0.31,218904000.0
1988-02-19,41.7536,42.0,41.496,41.7536,810400,0.2909,0.0,198746240.0
1988-02-22,41.496,43.624,41.496,43.2544,1790000,0.3014,3.61,186482240.0
1988-02-23,43.2544,43.7472,42.2464,42.7504,1970000,0.2979,-1.16,187490240.0
1988-02-24,42.7504,42.9968,42.0,42.2464,1300000,0.2944,-1.17,187602240.0
1988-02-25,42.0,42.9968,41.7536,41.7536,1600000,0.2909,-1.19,183626240.0
1988-02-26,42.0,42.2464,41.2496,41.7536,735200,0.2909,0.0,176095360.0
1988-02-29,41.7536,43.2544,41.496,42.9968,1000000,0.2996,2.99,168423360.0
1988-03-01,43.2544,43.5008,42.504,43.2544,1530000,0.3014,0.6,167023360.0
1988-03-02,43.7472,45.0016,43.5008,44.7552,2610000,0.3118,3.45,172063360.0
1988-03-03,44.4976,46.9952,44.4976,46.5024,4230000,0.324,3.91,184439360.0
1988-03-04,45.9984,46.9952,45.5056,46.872,1870000,0.3266,0.8,184943360.0
1988-03-07,46.7488,47.7456,46.5024,46.872,1850000,0.3266,0.0,188695360.0
