date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d
1999-03-26,33.7456,33.8128,32.9952,33.2528,2266400,0.252,-1.68,420312480.0
1999-03-29,33.4992,35.4368,33.432,35.3696,5079200,0.2681,6.39,424364640.0
1999-03-30,35.0,36.3776,35.0,35.8736,4951100,0.2719,1.42,417938080.0
1999-03-31,36.3776,37.128,35.8736,35.9408,3771000,0.2724,0.18,424388160.0
1999-04-01,36.064,36.6912,35.7504,36.064,2339800,0.2733,0.33,419127520.0
1999-04-05,35.9968,37.8784,35.9968,37.0608,4115500,0.2809,2.78,418772480.0
1999-04-06,36.8144,38.3152,36.8144,38.0016,5612400,0.288,2.53,422668400.0
1999-04-07,38.0576,38.248,36.3776,37.128,3676900,0.2814,-2.29,427274400.0
1999-04-08,36.8704,37.0608,35.9968,36.8704,2646500,0.2794,-0.71,414780800.0
1999-04-09,36.2544,37.2512,35.9408,36.7472,2397700,0.2785,-0.32,404524960.0
1999-04-12,35.0,36.8704,34.8768,36.2544,3534100,0.2748,-1.33,410746000.0
1999-04-13,36.3104,36.8144,34.496,34.6304,3682000,0.2625,-4.48,413757120.0
1999-04-14,35.2464,37.0608,35.0,35.5264,6080600,0.2692,2.55,427817040.0
1999-04-15,35.3696,36.1872,34.3168,35.7504,15486400,0.2709,0.63,496224960.0
1999-04-16,35.8736,36.064,35.2464,35.4368,4484100,0.2686,-0.85,509981920.0
1999-04-19,35.6832,35.9968,33.4992,33.88,8230500,0.2568,-4.39,529247600.0
1999-04-20,33.88,34.7536,33.4992,34.0592,4677300,0.2581,0.51,525759920.0
1999-04-21,34.0032,34.3728,33.4992,34.3728,3137500,0.2605,0.93,522552240.0
1999-04-22,35.0672,36.624,35.0672,36.3776,6608700,0.2757,5.83,539553280.0
1999-04-23,36.2544,39.4352,36.2544,39.1888,9346800,0.297,7.73,571897200.0
1999-04-26,39.5024,41.2496,39.2448,40.936,8285100,0.3102,4.44,605601920.0
1999-04-27,42.9968,45.808,42.9968,45.752,18804000,0.3467,11.77,682460800.0
1999-04-28,44.6208,45.6848,43.624,44.0608,8526700,0.3339,-3.69,702484160.0
1999-04-29,43.2544,44.3744,41.776,42.9968,7047400,0.3259,-2.4,720832000.0
1999-04-30,44.0048,47.1296,44.0048,45.9984,13145800,0.3486,6.97,781345600.0
1999-05-03,46.0656,49.9968,45.752,49.56,13128900,0.3756,7.75,831820640.0
1999-05-04,48.2496,48.6304,46.1888,46.5024,7243200,0.3524,-6.18,840953120.0
1999-05-05,46.312,46.9952,44.6208,46.9952,5172300,0.3562,1.08,849327360.0
1999-05-06,46.5584,46.872,44.0048,44.4976,3867400,0.3372,-5.33,856164400.0
1999-05-07,44.6208,45.8752,42.7504,45.8752,3881400,0.3477,3.11,864473120.0
1999-05-10,46.7488,46.9392,44.6208,45.248,3508900,0.3429,-1.38,864332000.0
1999-05-11,44.8784,46.1888,43.568,44.7552,4094600,0.3392,-1.08,866642560.0
1999-05-12,44.8784,46.5024,44.128,46.5024,3527900,0.3524,3.89,852347440.0
1999-05-13,46.4352,46.816,45.5056,46.1888,2638600,0.35,-0.68,780399760.0
1999-05-14,45.1248,45.808,44.3744,44.3744,2023500,0.3363,-3.91,766620400.0
1999-05-17,43.7472,44.688,42.9968,44.3744,1881800,0.3363,0.0,731067680.0
1999-05-18,44.8112,45.9984,44.3744,45.248,3735500,0.3429,1.96,725793600.0
1999-05-19,45.5056,45.752,43.5008,45.192,2663200,0.3425,-0.12,723137520.0
1999-05-20,45.4384,45.752,42.504,42.504,3729600,0.3221,-5.96,707014560.0
1999-05-21,42.9968,44.3072,42.56,43.9376,4135600,0.333,3.38,677831840.0
1999-05-24,43.624,44.3072,41.8768,41.9328,2329700,0.3178,-4.56,644481600.0
1999-05-25,41.5632,42.4368,40.936,41.496,3272400,0.3145,-1.04,557504640.0
1999-05-26,41.7536,44.3744,41.2496,44.0608,3906700,0.3339,6.17,531632640.0
1999-05-27,43.1872,43.7472,42.6832,43.5008,3006800,0.3297,-1.26,509005280.0
1999-05-28,43.3104,44.3072,43.12,44.0608,1795800,0.3339,1.27,445445280.0
1999-06-01,45.0016,45.3152,44.3744,44.8112,4116300,0.3396,1.71,394974720.0
1999-06-02,44.4976,47.936,44.0048,46.5584,4652300,0.3528,3.89,380465680.0
1999-06-03,46.872,48.0032,46.816,47.432,4361700,0.3595,1.9,375926320.0
1999-06-04,47.6224,48.1824,47.2528,48.1264,3291800,0.3647,1.45,372702960.0
1999-06-07,48.1264,49.0,47.4992,48.9328,3734700,0.3708,1.67,371881440.0
1999-06-08,48.7536,48.8096,47.5664,47.6896,2800500,0.3614,-2.54,367914400.0
1999-06-09,47.432,48.496,47.432,48.44,3158800,0.3671,1.58,362673920.0
1999-06-10,47.88,48.2496,47.3088,48.1264,2830800,0.3647,-0.65,358770160.0
1999-06-11,48.1264,48.496,46.2448,46.4352,1652200,0.3519,-3.51,353246320.0
1999-06-14,46.5024,46.6256,45.1248,45.4384,1402500,0.3444,-2.13,349768720.0
1999-06-15,45.192,46.7488,45.1248,46.0656,1164200,0.3491,1.36,345750160.0
1999-06-16,46.3792,48.0592,46.3792,47.936,2009100,0.3633,4.07,336082320.0
1999-06-17,47.6224,48.0032,45.752,46.3792,2003600,0.3515,-3.25,332388560.0
1999-06-18,45.3712,47.2528,45.192,47.1296,1857700,0.3572,1.62,321905920.0
1999-06-21,46.9952,47.2528,45.9984,46.5024,1206700,0.3524,-1.34,305504080.0
1999-06-22,46.312,46.9392,45.3712,45.3712,1348900,0.3439,-2.41,300011600.0
1999-06-23,45.0576,45.0912,43.568,43.6912,4745500,0.3311,-3.72,308260960.0
1999-06-24,43.624,43.624,42.2464,42.3136,3869300,0.3207,-3.14,308051520.0
1999-06-25,42.504,42.6832,42.0672,42.1904,2626200,0.3197,-0.31,305920160.0
1999-06-28,42.4368,42.9408,42.3696,42.56,2479400,0.3225,0.88,309748320.0
1999-06-29,42.7168,45.5616,42.6272,45.3712,3396300,0.3439,6.64,305716320.0
1999-06-30,45.6848,46.9392,44.9344,46.312,3064900,0.351,2.06,296826880.0
1999-07-01,46.312,46.5584,45.248,45.3152,1332300,0.3434,-2.17,279862240.0
1999-07-02,45.528,46.872,45.192,46.312,1104300,0.351,2.21,267612240.0
1999-07-06,45.9424,47.6224,45.808,47.376,4051900,0.359,2.28,269388560.0
1999-07-07,47.376,50.7472,46.9952,49.8736,9813900,0.378,5.29,308663600.0
1999-07-08,51.128,55.0592,50.8704,54.4992,14509300,0.413,9.26,372226400.0
1999-07-09,54.4992,55.6304,52.9984,55.6304,5434800,0.4216,2.08,386808800.0
1999-07-12,55.496,55.6304,54.1856,54.4992,2713500,0.413,-2.04,392752080.0
1999-07-13,53.5024,54.1856,52.8752,53.6928,2529100,0.4069,-1.48,399061040.0
1999-07-14,54.4992,56.6272,54.4992,55.9328,5576400,0.4239,4.18,423769360.0
1999-07-15,55.8768,55.9328,51.3072,53.2448,15105400,0.4035,-4.81,497108640.0
1999-07-16,53.6256,54.4992,52.9984,53.0656,3674100,0.4022,-0.32,506463440.0
1999-07-19,53.9392,55.8096,52.3152,54.432,5011600,0.4125,2.56,524125280.0
1999-07-20,54.5664,55.496,52.752,52.8752,3947100,0.4007,-2.86,539471520.0
1999-07-21,54.0624,55.44,52.8752,54.0624,6412200,0.4097,2.25,567826000.0
1999-07-22,53.6256,53.872,51.128,52.3712,3631500,0.3969,-3.12,561587600.0
1999-07-23,52.808,53.7488,52.6848,53.312,2045100,0.404,1.79,551372080.0
1999-07-26,52.8752,52.9984,50.8704,50.9376,3135600,0.386,-4.46,554224720.0
1999-07-27,52.6288,53.9392,52.5056,53.6928,3534900,0.4069,5.41,560135520.0
1999-07-28,53.872,55.3728,52.9984,54.376,2936700,0.4121,1.28,557561760.0
1999-07-29,53.3792,55.2496,53.1216,53.872,2459600,0.4083,-0.92,554172080.0
1999-07-30,54.4992,56.1232,54.4992,55.6864,3420900,0.422,3.36,565868240.0
1999-08-02,55.6304,58.0048,55.496,55.7536,3236100,0.4225,0.12,577806320.0
1999-08-03,56.7504,57.4336,53.6256,55.2496,3289100,0.4187,-0.9,573534640.0
1999-08-04,55.1824,55.8768,53.2448,53.816,3316300,0.4079,-2.58,537148080.0
1999-08-05,53.5024,54.88,52.1248,54.7456,2879800,0.4149,1.72,472022880.0
1999-08-06,54.0624,55.3168,53.5024,54.1296,3888900,0.4102,-1.13,463365840.0
1999-08-09,54.3424,55.1824,54.2528,54.432,2082900,0.4125,0.56,459834480.0
1999-08-10,53.9952,56.0,53.6256,55.3728,3716300,0.4197,1.75,466482800.0
1999-08-11,56.0,59.752,55.9328,59.6848,7592300,0.4523,7.77,477771840.0
1999-08-12,59.0576,61.376,58.6208,59.9984,5947400,0.4547,0.53,426487040.0
1999-08-13,60.6256,62.0032,59.8752,60.0656,2664600,0.4552,0.11,420833840.0
1999-08-16,59.808,60.6928,59.5056,60.5024,2472600,0.4585,0.72,406615440.0
1999-08-17,60.312,60.3792,58.9344,60.312,2865500,0.4571,-0.31,400558480.0
1999-08-18,60.0656,62.0032,59.6288,60.1216,4183700,0.4556,-0.33,388078880.0
1999-08-19,59.808,60.5024,58.5648,58.7552,4910900,0.4453,-2.26,395243520.0
1999-08-20,59.248,59.3712,58.184,59.192,2928100,0.4486,0.74,400188320.0
1999-08-23,59.3712,61.376,59.3152,60.7488,3174700,0.4604,2.63,400407280.0
1999-08-24,60.3792,60.7488,59.9424,60.3792,4484500,0.4576,-0.61,405725040.0
1999-08-25,60.6928,61.4992,60.1216,61.376,2635400,0.4651,1.64,404037760.0
1999-08-26,61.1296,63.1232,61.1296,62.1264,3611500,0.4708,1.23,410488400.0
1999-08-27,62.7536,65.0048,62.6864,64.7472,3989600,0.4907,4.23,413673120.0
1999-08-30,65.0048,65.0048,62.0032,62.0592,3005300,0.4703,-4.16,412380640.0
1999-08-31,62.5968,65.8784,62.0592,65.2512,5665600,0.4945,5.15,425689040.0
1999-09-01,66.9984,68.8128,66.0016,68.6224,7041300,0.5201,5.18,446549040.0
1999-09-02,67.6256,71.4336,66.8752,70.56,7992400,0.5347,2.81,475179600.0
1999-09-03,71.9376,75.2528,70.504,73.5056,14600600,0.5571,4.19,535165120.0
1999-09-07,73.752,77.9408,73.5056,76.3728,8792800,0.5788,3.9,572740560.0
1999-09-08,76.1824,77.6832,74.5024,74.5024,6805400,0.5646,-2.45,590039520.0
1999-09-09,75.4992,75.936,73.8752,75.5664,4768600,0.5727,1.43,574226800.0
1999-09-10,76.0032,77.6832,74.6928,77.4368,4096100,0.5869,2.48,563859520.0
1999-09-13,77.0672,77.0672,74.816,74.9952,2250000,0.5684,-3.15,561537760.0
1999-09-14,74.7152,78.5008,74.6928,77.8176,3466900,0.5898,3.76,567105840.0
1999-09-15,78.8704,79.128,75.2528,75.376,3210500,0.5712,-3.15,569037840.0
1999-09-16,76.0592,78.064,73.8752,76.8096,3945400,0.5821,1.91,567703360.0
1999-09-17,77.3136,77.7504,76.2496,76.9328,2475700,0.583,0.15,554066240.0
1999-09-20,77.0,80.1248,76.8768,79.0608,4077400,0.5992,2.78,560502320.0
1999-09-21,73.192,73.248,69.0032,69.2496,29978200,0.5248,-12.42,710601920.0
1999-09-22,69.7536,71.624,69.0144,70.3136,10028300,0.5329,1.54,741647200.0
1999-09-23,71.12,71.2544,63.0,63.3136,10212100,0.4798,-9.96,784076720.0
1999-09-24,63.3696,67.0208,63.0,64.9376,10534600,0.4921,2.56,822846080.0
1999-09-27,66.3712,66.752,61.1856,61.3088,8466000,0.4646,-5.59,847913920.0
1999-09-28,61.4992,62.0032,57.4336,59.6288,12633600,0.4519,-2.73,901832400.0
1999-09-29,60.2448,61.2528,58.0048,59.0576,5868600,0.4476,-0.95,902969200.0
1999-09-30,59.5616,64.1872,59.248,63.3136,8107900,0.4798,7.19,908942160.0
1999-10-01,62.1264,62.44,59.5056,61.7232,5489200,0.4678,-2.5,894924240.0
1999-10-04,62.3728,64.8704,62.3728,64.568,4101400,0.4893,4.6,836128720.0
1999-10-05,65.6208,68.1296,64.7472,67.9392,7269700,0.5149,5.23,827599360.0
1999-10-06,69.3728,69.6304,66.9984,67.1888,7181000,0.5092,-1.11,829702720.0
1999-10-07,68.432,68.6224,64.8704,66.3712,5409700,0.503,-1.22,833292880.0
1999-10-08,66.192,66.3152,63.504,65.5648,3417900,0.4969,-1.21,829494960.0
1999-10-11,66.0016,68.2528,66.0016,66.6848,2349300,0.5054,1.71,830051040.0
1999-10-12,67.872,69.6304,66.9984,67.6928,5033500,0.513,1.5,838824000.0
1999-10-13,66.6288,69.496,63.7504,64.0304,5685100,0.4853,-5.4,852681760.0
1999-10-14,69.2496,73.3152,69.0032,73.192,16953600,0.5547,14.3,925527680.0
1999-10-15,71.12,75.8128,70.1904,74.5584,10474800,0.5651,1.87,970322640.0
1999-10-18,73.8752,74.2448,71.12,73.248,6932200,0.5551,-1.77,986309520.0
1999-10-19,71.624,74.9952,68.432,68.4992,9130200,0.5191,-6.49,869560720.0
1999-10-20,70.0,75.2528,70.0,75.1296,9655400,0.5694,9.69,867472480.0
1999-10-21,72.5648,77.0672,72.3744,76.1264,7084400,0.5769,1.32,849957360.0
1999-10-22,77.1232,77.2464,73.3712,73.9424,3745600,0.5604,-2.86,811938960.0
1999-10-25,74.2448,76.1264,73.752,74.5024,2916000,0.5646,0.75,780858960.0
1999-10-26,74.9392,75.4992,73.3152,75.0624,3227100,0.5689,0.76,728182560.0
1999-10-27,74.3792,76.6304,73.4384,76.3728,3956000,0.5788,1.74,717472000.0
1999-10-28,77.0672,79.0048,76.0592,77.8736,4500800,0.5902,1.97,697272240.0
1999-10-29,78.8144,81.0656,78.8144,80.1248,4670100,0.6072,2.88,692685280.0
1999-11-01,80.0016,80.6848,77.3696,77.6272,2487300,0.5883,-3.11,683646320.0
1999-11-02,77.9968,81.6928,77.3136,80.248,3564600,0.6082,3.38,662897760.0
1999-11-03,81.6256,83.2496,80.9984,81.5024,2932700,0.6177,1.56,639107280.0
1999-11-04,82.0624,85.3776,80.6288,83.6304,3384700,0.6338,2.61,627767280.0
1999-11-05,84.6272,88.3792,84.0,88.312,3721500,0.6693,5.6,629467440.0
1999-11-08,87.752,97.7312,86.7552,96.376,8490400,0.7304,9.13,663857600.0
1999-11-09,94.3712,94.5056,87.9984,89.6224,7224800,0.6792,-7.01,676128880.0
1999-11-10,88.2448,93.2512,88.1216,91.4368,5159800,0.693,2.03,673187200.0
1999-11-11,91.5936,92.624,89.88,92.2544,2409600,0.6992,0.89,591740800.0
1999-11-12,91.9408,91.9968,87.3712,90.6304,2491600,0.6869,-1.76,547034880.0
1999-11-15,89.6224,92.8704,88.5024,89.432,2320600,0.6778,-1.32,521209920.0
1999-11-16,90.0032,91.7504,88.5024,91.1904,2088000,0.6911,1.96,481773600.0
1999-11-17,90.6864,94.752,90.0032,90.2496,3255100,0.684,-1.03,445931920.0
1999-11-18,91.0672,91.1232,88.4352,89.6224,3257000,0.6792,-0.7,424498480.0
1999-11-19,89.4992,92.8704,88.0656,92.4336,2790300,0.7005,3.14,419148800.0
1999-11-22,91.7504,91.7504,89.2528,90.6304,1806800,0.6869,-1.94,412937280.0
1999-11-23,91.7504,95.2448,88.5024,92.8144,4851000,0.7034,2.4,422031120.0
1999-11-24,93.0048,94.9984,91.6832,94.6848,1920600,0.7176,2.02,410632880.0
1999-11-26,94.752,95.5024,94.1248,95.0656,1179200,0.7205,0.4,392031920.0
1999-11-29,94.248,99.7472,93.2512,94.5616,4144300,0.7166,-0.54,389087440.0
1999-11-30,98.1232,103.7456,97.3728,97.8768,7528400,0.7418,3.52,417317600.0
1999-12-01,101.0016,104.496,100.0608,103.0624,5522900,0.7811,5.3,428284080.0
1999-12-02,103.1296,110.6224,101.752,110.1856,5065700,0.8351,6.91,440228880.0
1999-12-03,112.1904,115.5616,111.8768,115.0016,5785000,0.8716,4.37,453670560.0
1999-12-06,114.5648,117.3088,111.44,115.9984,4167700,0.8791,0.86,456169280.0
1999-12-07,116.5584,118.0032,114.0048,117.8128,3973400,0.8929,1.57,430874080.0
1999-12-08,116.2448,117.88,109.5024,110.0624,3681700,0.8341,-6.59,411032720.0
1999-12-09,111.0032,111.0032,100.8784,105.2464,7635700,0.7976,-4.38,424897760.0
1999-12-10,105.3136,109.2448,98.9968,102.9952,5694300,0.7806,-2.13,443292080.0
1999-12-13,102.3904,102.5024,98.9408,98.9968,4731800,0.7503,-3.88,455837200.0
1999-12-14,98.3696,99.7472,94.752,94.8752,3891700,0.719,-4.17,464635360.0
1999-12-15,93.2512,97.2496,91.0672,97.0032,5562300,0.7352,2.25,484091440.0
1999-12-16,98.0,98.3696,94.0016,98.3136,4141300,0.7451,1.35,489054160.0
1999-12-17,100.8784,101.9984,98.504,100.0048,4419700,0.7579,1.72,495565280.0
1999-12-20,99.568,99.624,96.6224,98.0,2535600,0.7427,-2.01,494138960.0
1999-12-21,98.1904,103.0624,97.9328,102.5024,2746400,0.7768,4.59,499400720.0
1999-12-22,102.872,104.5632,98.7504,99.9376,2920300,0.7574,-2.5,488588800.0
1999-12-23,101.808,104.2496,101.0576,103.4992,2049400,0.7844,3.56,489310080.0
1999-12-27,104.3728,104.44,99.2544,99.3104,1503500,0.7526,-4.05,491126160.0
1999-12-28,99.12,99.624,94.9984,98.1904,2210500,0.7441,-1.13,480296880.0
1999-12-29,96.8128,102.1888,95.5024,100.688,2540200,0.7631,2.55,452362960.0
1999-12-30,102.1888,104.1264,99.624,100.3072,1849500,0.7602,-0.38,431791920.0
1999-12-31,100.9344,102.872,99.5008,102.816,1462600,0.7792,2.5,411614560.0
2000-01-03,104.8768,112.504,101.6848,111.9328,4783900,0.8483,8.87,406008400.0
2000-01-04,108.248,110.6224,101.192,102.5024,4574800,0.7768,-8.43,408288160.0
2000-01-05,103.7456,110.5664,102.9952,104.0032,6949300,0.7882,1.47,424953200.0
2000-01-06,106.12,107.0048,94.9984,94.9984,6856900,0.72,-8.65,442734320.0
2000-01-07,96.4992,101.0016,95.5024,99.5008,4113700,0.7541,4.74,423011120.0
2000-01-10,101.9984,102.2448,94.752,97.7536,4509500,0.7408,-1.76,416376240.0
2000-01-11,95.9392,99.3776,90.496,92.7472,3942400,0.7029,-5.12,411955600.0
2000-01-12,94.9984,95.5024,86.4976,87.192,8714900,0.6608,-5.99,438965520.0
2000-01-13,94.4832,98.7504,92.5008,96.7456,9220400,0.7332,10.96,459450880.0
2000-01-14,100.0048,102.2448,99.3776,100.4416,3485500,0.7612,3.82,455778400.0
2000-01-18,101.0016,105.9968,100.4416,103.936,4099800,0.7877,3.48,453986960.0
2000-01-19,105.6272,108.752,103.376,106.568,5336100,0.8076,2.53,469669760.0
2000-01-20,115.5056,121.4976,113.5008,113.5008,16349400,0.8602,6.51,545846560.0
2000-01-21,114.2512,114.2512,110.1856,111.3168,4427900,0.8436,-1.93,554289120.0
2000-01-24,108.4384,112.7504,105.1232,106.2544,3936400,0.8053,-4.54,564856320.0
2000-01-25,105.0,113.12,102.3792,112.2464,4438800,0.8507,5.64,581294000.0
2000-01-26,109.9952,114.184,109.7488,110.1856,3278200,0.8351,-1.83,587273120.0
2000-01-27,108.808,112.9968,107.0048,109.9952,3037000,0.8336,-0.18,590055200.0
2000-01-28,108.192,110.88,100.6208,101.6288,3779900,0.7702,-7.61,600865440.0
2000-01-31,101.0016,103.88,94.5056,103.7456,6265000,0.7863,2.09,627758880.0
2000-02-01,104.0032,105.0,100.0048,100.2512,2839600,0.7598,-3.37,616870800.0
2000-02-02,100.7552,102.1216,97.0032,98.8176,4144600,0.7489,-1.43,614461680.0
2000-02-03,100.3072,104.2496,100.2512,103.3088,4242800,0.7829,4.54,599305280.0
2000-02-04,103.936,109.9952,103.6224,108.0016,3797500,0.8185,4.55,582172640.0
2000-02-07,108.0016,114.2512,105.9408,114.0608,3938100,0.8644,5.61,581189280.0
2000-02-08,114.0048,116.1216,111.2496,114.8784,3648599,0.8706,0.72,576368240.0
2000-02-09,114.128,117.1296,112.4368,112.6272,2672900,0.8536,-1.95,569259040.0
2000-02-10,112.8736,113.8704,109.9952,113.5008,2705200,0.8602,0.77,535604720.0
2000-02-11,113.624,114.128,108.248,108.752,1895100,0.8242,-4.19,494583040.0
2000-02-14,109.312,115.8752,108.6288,115.808,3281600,0.8777,6.49,493441200.0
2000-02-15,115.248,119.9408,115.192,119.0,4337000,0.9019,2.76,494769520.0
2000-02-16,117.7456,118.1264,112.1232,114.128,3377200,0.8649,-4.1,483799680.0
2000-02-17,115.192,115.5056,113.12,114.8784,2584799,0.8706,0.66,406717920.0
2000-02-18,114.6208,115.3712,110.88,111.2496,2084300,0.8431,-3.16,393593760.0
2000-02-22,110.1296,116.9392,106.6912,113.8144,3770500,0.8626,2.31,392664720.0
2000-02-23,113.232,119.0,111.0032,116.2448,4224099,0.881,2.13,391462400.0
2000-02-24,117.3088,119.1232,111.7536,115.2032,3361000,0.8731,-0.9,391926080.0
2000-02-25,114.8112,116.9952,110.1296,110.376,2224500,0.8365,-4.19,387376080.0
2000-02-28,110.1296,115.0016,108.3712,113.2544,2931499,0.8583,2.61,382625040.0
2000-02-29,113.568,117.2528,112.56,114.6208,3294299,0.8687,1.21,365989120.0
2000-03-01,118.5632,132.0592,118.496,130.312,9616100,0.9876,13.69,403937520.0
2000-03-02,126.9968,127.9376,120.6912,122.0016,2779100,0.9246,-6.38,396290720.0
2000-03-03,124.88,128.24,119.9968,128.0048,2887200,0.9701,4.92,388699360.0
2000-03-06,126.0,129.1248,125.0032,125.6864,1880000,0.9525,-1.81,377961360.0
2000-03-07,126.4368,127.4336,121.128,122.8752,2437600,0.9312,-2.24,369558560.0
2000-03-08,122.8752,123.9392,118.5632,122.0016,2421700,0.9246,-0.71,362687920.0
2000-03-09,120.8704,125.0032,118.2496,122.248,2470700,0.9265,0.21,361555600.0
2000-03-10,121.688,127.9376,121.0048,125.7536,2219700,0.953,2.86,358836800.0
2000-03-13,122.1248,126.504,119.504,121.3072,2713900,0.9193,-3.54,363422080.0
2000-03-14,121.2176,124.2528,114.0048,114.2512,3826600,0.8659,-5.81,366474080.0
2000-03-15,115.6288,120.2544,114.128,116.2448,3960799,0.881,1.74,364367360.0
2000-03-16,117.3088,122.0016,114.4976,121.5648,3375900,0.9213,4.57,364360080.0
2000-03-17,120.12,125.0032,119.6272,125.0032,2723600,0.9474,2.83,365137360.0
2000-03-20,123.5024,126.2464,122.3712,122.9984,1825800,0.9322,-1.6,363689760.0
2000-03-21,122.5616,136.752,121.6208,134.9376,4681500,1.0226,9.7,368791360.0
2000-03-22,132.776,144.3792,131.5664,144.1888,5071400,1.0928,6.86,373536240.0
2000-03-23,142.0048,150.3712,140.0,141.3104,5022900,1.0709,-2.0,382842880.0
2000-03-24,142.4416,143.9424,135.4976,138.6896,3990300,1.0511,-1.85,392731360.0
2000-03-27,137.6256,144.7488,136.8752,139.5632,2492700,1.0577,0.63,390274080.0
2000-03-28,137.2448,142.0048,137.1216,139.1264,1812200,1.0544,-0.31,381974320.0
2000-03-29,139.3728,139.44,133.8288,135.9344,2141400,1.0302,-2.3,340116000.0
2000-03-30,133.56,137.6928,125.44,125.7536,3700000,0.953,-7.49,345273040.0
2000-03-31,127.4336,137.2448,126.0,135.8112,3612800,1.0293,8.01,349336400.0
2000-04-03,135.4976,139.496,129.4384,133.3136,2933600,1.0103,-1.85,355236560.0
2000-04-04,132.6304,133.0,116.7488,127.3104,5895800,0.9648,-4.5,374602480.0
2000-04-05,126.4704,132.8768,123.9952,130.3792,4086300,0.9881,2.42,383924240.0
2000-04-06,130.6256,134.5008,123.2448,125.1824,2318100,0.9487,-3.99,383069680.0
2000-04-07,127.2544,131.88,125.496,131.7456,2164600,0.9985,5.25,382761120.0
2000-04-10,131.6896,132.7536,124.7456,125.0032,1895200,0.9474,-5.12,378176400.0
2000-04-11,123.5024,124.88,118.0592,119.4368,4837700,0.9052,-4.45,383838560.0
2000-04-12,119.0,119.0,104.8768,109.2448,8403000,0.8279,-8.54,408714880.0
2000-04-13,111.496,119.9968,108.5056,113.8144,4730600,0.8626,4.19,416301200.0
2000-04-14,109.312,118.0032,108.9984,111.8768,5960900,0.8479,-1.7,434430080.0
2000-04-17,109.5024,123.9392,109.0656,123.872,3656800,0.9388,10.72,444683680.0
2000-04-18,123.5024,126.8736,119.3696,126.8736,3490400,0.9615,2.42,438013520.0
2000-04-19,126.1904,130.2448,119.7504,121.128,4644200,0.918,-4.52,435621200.0
2000-04-20,123.6928,124.7456,117.0624,118.8768,6447500,0.9009,-1.86,443598960.0
2000-04-24,115.0016,120.5008,114.7552,120.5008,3960900,0.9132,1.37,443434320.0
2000-04-25,122.1248,128.7552,122.0576,128.3072,3496800,0.9724,6.48,449057280.0
2000-04-26,126.6272,128.0048,119.9968,121.3072,3276000,0.9193,-5.46,457254560.0
2000-04-27,117.1856,126.9968,116.5808,126.7504,2916100,0.9606,4.49,461592880.0
2000-04-28,127.12,127.5008,121.3072,124.0624,2228400,0.9402,-2.12,453351920.0
2000-05-01,124.88,125.1264,121.8784,124.3088,2019600,0.9421,0.2,444430000.0
2000-05-02,123.2448,126.2464,117.4992,117.88,2111000,0.8934,-5.17,439823440.0
2000-05-03,118.9328,121.2512,111.6304,115.0576,4373200,0.872,-2.4,431296880.0
2000-05-04,115.1248,115.248,110.5664,110.6896,3567100,0.8389,-3.8,428389360.0
2000-05-05,110.8128,114.7552,110.7232,113.12,2536400,0.8573,2.19,429611840.0
2000-05-08,112.0896,113.6912,109.9952,110.1296,1650900,0.8346,-2.65,426735120.0
2000-05-09,110.3088,111.2496,104.8768,105.4368,2920900,0.7991,-4.25,432479040.0
2000-05-10,104.0592,105.0,98.7504,99.3104,4777600,0.7526,-5.82,432142480.0
2000-05-11,101.3712,104.2496,98.9968,102.816,4462000,0.7792,3.53,410072880.0
2000-05-12,105.9968,110.4992,104.7648,107.6208,2740300,0.8156,4.67,398927200.0
2000-05-15,108.0576,108.0576,100.128,101.0016,6061900,0.7655,-6.14,399492800.0
2000-05-16,104.5184,109.0656,102.7488,105.6832,3932600,0.8009,4.62,401037280.0
2000-05-17,103.6224,103.6896,100.3744,101.3712,3554400,0.7683,-4.07,401395680.0
2000-05-18,102.9952,104.9328,100.6208,100.7552,3337300,0.7636,-0.61,394077040.0
2000-05-19,99.2544,99.2544,93.3744,94.0016,6613100,0.7124,-6.71,395004400.0
2000-05-22,93.7552,93.7552,86.0048,89.936,6745600,0.6816,-4.32,410598720.0
2000-05-23,90.496,93.3744,85.624,85.8144,4621300,0.6504,-4.58,416895920.0
2000-05-24,86.184,89.7456,83.0032,87.6848,6057700,0.6645,2.17,432473440.0
2000-05-25,88.5024,92.6576,86.0048,87.2704,3631700,0.6614,-0.47,436480800.0
2000-05-26,87.9984,89.88,85.2544,86.3744,1617400,0.6546,-1.03,433059200.0
2000-05-30,87.6288,88.1216,81.7488,87.5616,6366600,0.6636,1.37,457402400.0
2000-05-31,86.8784,91.2464,83.8096,84.0,3870600,0.6366,-4.07,467256160.0
2000-06-01,81.7488,89.5664,80.3712,89.1296,8070000,0.6755,6.11,487958240.0
2000-06-02,93.7552,99.7472,88.9952,92.568,7079000,0.7015,3.85,507624880.0
2000-06-05,93.3072,95.2448,89.6896,91.3136,2889900,0.692,-1.35,509604480.0
2000-06-06,91.9744,96.7456,90.3168,92.8704,4691800,0.7038,1.71,526633520.0
2000-06-07,93.6208,97.0032,91.6272,96.5664,3009100,0.7318,3.98,527127440.0
2000-06-08,97.6304,98.504,93.128,94.808,2129700,0.7185,-1.82,512299200.0
2000-06-09,96.7456,97.9328,94.3712,95.7488,2253200,0.7256,0.99,499929920.0
